dataset,scene_id,episode_uid,method,coverage_event_id,coverage_event_kind,coverage_ratio,coverage_threshold,is_last,step,precision,recall,f1,miou_room,precision_percent,recall_percent,f1_percent,miou_room_percent,n_gt,n_pred,metric_domain_pixels,gt_filtered_small,pred_filtered_small,snapshot_path,match_visualization
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_020,coverage_milestone,0.25288965584605866,0.2,False,0,1.0,0.9927555321390937,0.9963645977923193,0.9927555321390937,100.0,99.27555321390938,99.63645977923193,99.27555321390938,1,1,7592,2,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_020/tvars_original/roomseg_snapshots/roomseg_milestone_020_step_000000.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_020.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_020,coverage_milestone,0.25288965584605866,0.2,False,0,1.0,0.9917017913593256,0.995833608888301,0.9917017913593256,100.0,99.17017913593256,99.5833608888301,99.17017913593256,1,1,7592,2,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_020/voxroom/roomseg_snapshots/roomseg_milestone_020_step_000000.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_020.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_040,coverage_milestone,0.4008725946667535,0.4,False,54,0.746974697469747,0.9916216189808105,0.8520853884642591,0.2456447932320365,74.6974697469747,99.16216189808105,85.20853884642591,24.56447932320365,3,1,11985,3,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_040/tvars_original/roomseg_snapshots/roomseg_milestone_040_step_000054.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_040.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_040,coverage_milestone,0.4008725946667535,0.4,False,54,0.9987468671679198,0.9876452425667949,0.9931650322741392,0.9864199563584314,99.87468671679198,98.7645242566795,99.31650322741392,98.64199563584314,3,3,11985,3,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_040/voxroom/roomseg_snapshots/roomseg_milestone_040_step_000054.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_040.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_060,coverage_milestone,0.603815973691922,0.6,False,216,0.7939219015892846,0.9894969592417165,0.8809857569095668,0.33862746673389793,79.39219015892846,98.94969592417165,88.09857569095668,33.86274667338979,7,3,18277,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_060/tvars_original/roomseg_snapshots/roomseg_milestone_060_step_000216.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_060.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_060,coverage_milestone,0.603815973691922,0.6,False,216,0.9349507375193327,0.978766606626356,0.9563570749086976,0.6494664998997157,93.49507375193326,97.8766606626356,95.63570749086976,64.94664998997158,7,5,18277,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_060/voxroom/roomseg_snapshots/roomseg_milestone_060_step_000216.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_060.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_070,coverage_milestone,0.7008758506170025,0.7,False,433,0.9107087319506414,0.9803869511454717,0.944264179839778,0.6369630892830418,91.07087319506414,98.03869511454717,94.4264179839778,63.69630892830418,7,5,21220,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_070/tvars_original/roomseg_snapshots/roomseg_milestone_070_step_000433.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_070.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_070,coverage_milestone,0.7008758506170025,0.7,False,433,0.9845642321067976,0.9722338765183339,0.9783602057291917,0.816746024708556,98.45642321067976,97.22338765183339,97.83602057291917,81.67460247085559,7,6,21220,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_070/voxroom/roomseg_snapshots/roomseg_milestone_070_step_000433.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_070.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_080,coverage_milestone,0.801907986845961,0.8,False,683,0.9100872244952118,0.9806907086334735,0.9440707652343183,0.5572078643481996,91.00872244952119,98.06907086334735,94.40707652343183,55.720786434819956,8,5,24248,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_080/tvars_original/roomseg_snapshots/roomseg_milestone_080_step_000683.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_080.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_080,coverage_milestone,0.801907986845961,0.8,False,683,0.9861045057567885,0.9713894996343762,0.9786916943767353,0.7125222281827212,98.61045057567885,97.13894996343761,97.86916943767353,71.25222281827212,8,7,24248,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_080/voxroom/roomseg_snapshots/roomseg_milestone_080_step_000683.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_080.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,milestone_090,coverage_milestone,0.9065542278513984,0.9,False,1118,0.9520921255231722,0.961006503203007,0.956528545405278,0.7930562749628879,95.20921255231723,96.1006503203007,95.6528545405278,79.30562749628879,8,8,27315,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_090/tvars_original/roomseg_snapshots/roomseg_milestone_090_step_001118.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_090.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,milestone_090,coverage_milestone,0.9065542278513984,0.9,False,1118,0.9817430041386785,0.9715919153187631,0.9766410831449606,0.8346151398621269,98.17430041386785,97.1591915318763,97.66410831449606,83.4615139862127,8,7,27315,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/milestone_090/voxroom/roomseg_snapshots/roomseg_milestone_090_step_001118.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/milestone_090.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,tvars_original,final,terminal_forced,0.9982417868654967,,True,1501,0.9427124692099783,0.944865579899481,0.9437877965563315,0.880537296369938,94.27124692099783,94.4865579899481,94.37877965563315,88.05372963699381,8,9,30024,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/final/tvars_original/roomseg_snapshots/roomseg_final_step_001501.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/final.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000,voxroom,final,terminal_forced,0.9982417868654967,,True,1501,0.9743873288707071,0.9903179108172089,0.9822880342165499,0.8430782129810415,97.43873288707071,99.03179108172088,98.22880342165499,84.30782129810414,8,7,30024,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd/attempt_01/roomseg_coverage_eval/events/final/voxroom/roomseg_snapshots/roomseg_final_step_001501.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACQ8_usd_grscene_frontier_000000/final.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,tvars_original,milestone_020,coverage_milestone,0.39965048331603953,0.2,False,0,0.8284219223354448,0.9981815176062159,0.9054132205964351,0.2748914781814028,82.84219223354448,99.81815176062159,90.54132205964352,27.48914781814028,3,1,7295,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_020/tvars_original/roomseg_snapshots/roomseg_milestone_020_step_000000.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_020.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,voxroom,milestone_020,coverage_milestone,0.39965048331603953,0.2,False,0,0.9731783408667359,0.9941037086019727,0.9835297364178232,0.9672820494687088,97.3178340866736,99.41037086019728,98.35297364178231,96.72820494687087,3,3,7295,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_020/voxroom/roomseg_snapshots/roomseg_milestone_020_step_000000.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_020.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,tvars_original,milestone_040,coverage_milestone,0.40642236906777346,0.4,False,1,0.8272123593982924,0.9978298611111112,0.9045458613635834,0.2742507975019095,82.72123593982924,99.78298611111111,90.45458613635834,27.42507975019095,3,1,7419,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_040/tvars_original/roomseg_snapshots/roomseg_milestone_040_step_000001.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_040.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,voxroom,milestone_040,coverage_milestone,0.40642236906777346,0.4,False,1,0.9732932475298366,0.9938151041666666,0.9834471287200496,0.9671083516965032,97.32932475298367,99.38151041666666,98.34471287200496,96.71083516965032,3,3,7419,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_040/voxroom/roomseg_snapshots/roomseg_milestone_040_step_000001.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_040.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,tvars_original,milestone_060,coverage_milestone,0.601387144339468,0.6,False,57,0.6602510460251046,0.9881685478960216,0.7915937420344386,0.163980232772954,66.02510460251047,98.81685478960216,79.15937420344386,16.3980232772954,4,1,10928,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_060/tvars_original/roomseg_snapshots/roomseg_milestone_060_step_000057.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_060.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,voxroom,milestone_060,coverage_milestone,0.601387144339468,0.6,False,57,0.9806330436115877,0.9842664635340386,0.9824463941795502,0.9649075077005289,98.06330436115877,98.42664635340385,98.24463941795501,96.4907507700529,4,4,10928,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_060/voxroom/roomseg_snapshots/roomseg_milestone_060_step_000057.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/voxroom/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_060.pred_gt_match.png
grscene,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd,kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000,tvars_original,milestone_070,coverage_milestone,0.7074436131287204,0.7,False,73,0.7116704805491991,0.9883637315511036,0.8275001606248538,0.17675995609909062,71.16704805491992,98.83637315511035,82.75001606248537,17.675995609909062,4,1,12858,0,0,/media/echo/data/voxroom_roomseg_evaluation/grscene_union_fixed0p5_batch32_full7000_20260815_0015/grscene/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd/attempt_01/roomseg_coverage_eval/events/milestone_070/tvars_original/roomseg_snapshots/roomseg_milestone_070_step_000073.npz,/media/echo/data/voxroom_roomseg_evaluation/grscene_all_available_gt_20260817/metrics_pr_f1_miou_excluding_training_grscenes_20260818_192125/match_visualizations/tvars_original/kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd__attempt_01__kujiale_grscene_MVUHLWYKTKJ5EAABAAAAACY8_usd_grscene_frontier_000000/milestone_070.pred_gt_match.png
